new_county_name,state_id,candidate,total_votes,won
Epsom,33000,Donald Trump,1702,1
Epsom,33000,Joe Biden,1180,0
Erath,48000,Donald Trump,13684,1
Erath,48000,Joe Biden,2916,0
Erie,36000,Donald Trump,197527,0
Erie,36000,Joe Biden,267174,1
Erie,39000,Donald Trump,22160,1
Erie,39000,Joe Biden,17493,0
Erie,42000,Donald Trump,66869,0
Erie,42000,Joe Biden,68286,1
Errol,33000,Donald Trump,148,1
Errol,33000,Joe Biden,74,0
Erving,25000,Donald Trump,355,0
Erving,25000,Joe Biden,550,1
Escambia,1000,Donald Trump,10869,1
Escambia,1000,Joe Biden,4918,0
Escambia,12000,Donald Trump,96674,1
Escambia,12000,Joe Biden,70929,0
Esmeralda,32000,Donald Trump,400,1
Esmeralda,32000,Joe Biden,74,0
Essex,9000,Donald Trump,1635,0
Essex,9000,Joe Biden,3011,1
Essex,25000,Donald Trump,796,0
Essex,25000,Joe Biden,1650,1
Essex,34000,Donald Trump,75475,0
Essex,34000,Joe Biden,266820,1
Essex,36000,Donald Trump,8976,0
Essex,36000,Joe Biden,9947,1
Essex,50000,Donald Trump,3415,0
Essex,50000,Joe Biden,9573,1
Essex,51000,Donald Trump,3075,1
Essex,51000,Joe Biden,3038,0
Estill,21000,Donald Trump,5100,1
Estill,21000,Joe Biden,1355,0
Etna,23000,Donald Trump,495,1
Etna,23000,Joe Biden,216,0
Etowah,1000,Donald Trump,35528,1
Etowah,1000,Joe Biden,11567,0
Eureka,32000,Donald Trump,895,1
Eureka,32000,Joe Biden,105,0
Eustis,23000,Donald Trump,255,1
Eustis,23000,Joe Biden,173,0
Evangeline,22000,Donald Trump,11053,1
Evangeline,22000,Joe Biden,4158,0
Evans,13000,Donald Trump,2888,1
Evans,13000,Joe Biden,1324,0
Everett,25000,Donald Trump,4093,0
Everett,25000,Joe Biden,10492,1
Exeter,23000,Donald Trump,366,1
Exeter,23000,Joe Biden,190,0
Exeter,33000,Donald Trump,3321,0
Exeter,33000,Joe Biden,6820,1
Exeter,44000,Donald Trump,2009,1
Exeter,44000,Joe Biden,1974,0
Fair Haven,50000,Donald Trump,647,1
Fair Haven,50000,Joe Biden,624,0
Fairfax,50000,Donald Trump,1229,0
Fairfax,50000,Joe Biden,1648,1
Fairfax,51000,Donald Trump,168401,0
Fairfax,51000,Joe Biden,419943,1
Fairfax city,51000,Donald Trump,4007,0
Fairfax city,51000,Joe Biden,9174,1
Fairfield,9000,Donald Trump,12052,0
Fairfield,9000,Joe Biden,22861,1
Fairfield,23000,Donald Trump,1845,1
Fairfield,23000,Joe Biden,1428,0
Fairfield,39000,Donald Trump,50797,1
Fairfield,39000,Joe Biden,31224,0
Fairfield,45000,Donald Trump,4625,0
Fairfield,45000,Joe Biden,7382,1
Fairfield,50000,Donald Trump,474,0
Fairfield,50000,Joe Biden,625,1
Fairhaven,25000,Donald Trump,4275,0
Fairhaven,25000,Joe Biden,5093,1
Fairlee,50000,Donald Trump,160,0
Fairlee,50000,Joe Biden,442,1
Fall River,25000,Donald Trump,13571,0
Fall River,25000,Joe Biden,17459,1
Fall River,46000,Donald Trump,2878,1
Fall River,46000,Joe Biden,1053,0
Fallon,30000,Donald Trump,1375,1
Fallon,30000,Joe Biden,172,0
Falls,48000,Donald Trump,4177,1
Falls,48000,Joe Biden,1899,0
Falls Church city,51000,Donald Trump,1490,0
Falls Church city,51000,Joe Biden,7146,1
Falmouth,23000,Donald Trump,2672,0
Falmouth,23000,Joe Biden,6147,1
Falmouth,25000,Donald Trump,7319,0
Falmouth,25000,Joe Biden,14134,1
Fannin,13000,Donald Trump,12169,1
Fannin,13000,Joe Biden,2570,0
Fannin,48000,Donald Trump,12171,1
Fannin,48000,Joe Biden,2655,0
Faribault,27000,Donald Trump,5191,1
Faribault,27000,Joe Biden,2531,0
Farmingdale,23000,Donald Trump,768,0
Farmingdale,23000,Joe Biden,903,1
Farmington,9000,Donald Trump,6160,0
Farmington,9000,Joe Biden,9616,1
Farmington,23000,Donald Trump,1541,0
Farmington,23000,Joe Biden,2225,1
Farmington,33000,Donald Trump,2000,1
Farmington,33000,Joe Biden,1365,0
Faulk,46000,Donald Trump,964,1
Faulk,46000,Joe Biden,198,0
Faulkner,5000,Donald Trump,34421,1
Faulkner,5000,Joe Biden,18347,0
Fauquier,51000,Donald Trump,25106,1
Fauquier,51000,Joe Biden,17565,0
Fayette,1000,Donald Trump,7300,1
Fayette,1000,Joe Biden,1395,0
Fayette,13000,Donald Trump,37956,1
Fayette,13000,Joe Biden,33062,0
Fayette,17000,Donald Trump,8055,1
Fayette,17000,Joe Biden,1826,0
Fayette,18000,Donald Trump,7755,1
Fayette,18000,Joe Biden,2237,0
Fayette,19000,Donald Trump,6145,1
Fayette,19000,Joe Biden,3835,0
Fayette,21000,Donald Trump,58860,0
Fayette,21000,Joe Biden,90600,1
Fayette,23000,Donald Trump,421,1
Fayette,23000,Joe Biden,388,0
Fayette,39000,Donald Trump,9473,1
Fayette,39000,Joe Biden,2975,0
Fayette,42000,Donald Trump,41227,1
Fayette,42000,Joe Biden,20444,0
Fayette,47000,Donald Trump,15690,1
Fayette,47000,Joe Biden,7027,0
Fayette,48000,Donald Trump,10171,1
Fayette,48000,Joe Biden,2661,0
Fayette,54000,Donald Trump,11580,1
Fayette,54000,Joe Biden,5063,0
Fayston,50000,Donald Trump,150,0
Fayston,50000,Joe Biden,796,1
Fentress,47000,Donald Trump,7441,1
Fentress,47000,Joe Biden,1214,0
Fergus,30000,Donald Trump,4869,1
Fergus,30000,Joe Biden,1496,0
Ferrisburg,50000,Donald Trump,561,0
Ferrisburg,50000,Joe Biden,1202,1
Ferry,53000,Donald Trump,2771,1
Ferry,53000,Joe Biden,1486,0
Fillmore,27000,Donald Trump,7301,1
Fillmore,27000,Joe Biden,4551,0
Fillmore,31000,Donald Trump,2359,1
Fillmore,31000,Joe Biden,693,0
Finney,20000,Donald Trump,7079,1
Finney,20000,Joe Biden,4155,0
Fisher,48000,Donald Trump,1448,1
Fisher,48000,Joe Biden,352,0
Fitchburg,25000,Donald Trump,6186,0
Fitchburg,25000,Joe Biden,9897,1
Fitzwilliam,33000,Donald Trump,682,1
Fitzwilliam,33000,Joe Biden,666,0
Flagler,12000,Donald Trump,43043,1
Flagler,12000,Joe Biden,28161,0
Flathead,30000,Donald Trump,38321,1
Flathead,30000,Joe Biden,20274,0
Fleming,21000,Donald Trump,5534,1
Fleming,21000,Joe Biden,1474,0
Fletcher,50000,Donald Trump,291,0
Fletcher,50000,Joe Biden,494,1
Florence,45000,Donald Trump,32615,1
Florence,45000,Joe Biden,31153,0
Florence,55000,Donald Trump,2133,1
Florence,55000,Joe Biden,781,0
Florida,25000,Donald Trump,203,0
Florida,25000,Joe Biden,209,1
Floyd,13000,Donald Trump,28906,1
Floyd,13000,Joe Biden,11917,0
Floyd,18000,Donald Trump,23400,1
Floyd,18000,Joe Biden,17511,0
Floyd,19000,Donald Trump,4732,1
Floyd,19000,Joe Biden,3172,0
Floyd,21000,Donald Trump,12250,1
Floyd,21000,Joe Biden,3884,0
Floyd,48000,Donald Trump,1584,1
Floyd,48000,Joe Biden,438,0
Floyd,51000,Donald Trump,6225,1
Floyd,51000,Joe Biden,3004,0
Fluvanna,51000,Donald Trump,8155,1
Fluvanna,51000,Joe Biden,7414,0
Foard,48000,Donald Trump,445,1
Foard,48000,Joe Biden,99,0
Fond du Lac,55000,Donald Trump,35754,1
Fond du Lac,55000,Joe Biden,20588,0
Ford,17000,Donald Trump,5048,1
Ford,17000,Joe Biden,1754,0
Ford,20000,Donald Trump,5763,1
Ford,20000,Joe Biden,2926,0
Forest,42000,Donald Trump,1882,1
Forest,42000,Joe Biden,728,0
Forest,55000,Donald Trump,3285,1
Forest,55000,Joe Biden,1721,0
Forrest,28000,Donald Trump,17290,1
Forrest,28000,Joe Biden,13755,0
Forsyth,13000,Donald Trump,85123,1
Forsyth,13000,Joe Biden,42208,0
Forsyth,37000,Donald Trump,85064,0
Forsyth,37000,Joe Biden,113033,1
Fort Bend,48000,Donald Trump,157718,0
Fort Bend,48000,Joe Biden,195552,1
Fort Fairfield,23000,Donald Trump,985,1
Fort Fairfield,23000,Joe Biden,674,0
Fort Kent,23000,Donald Trump,1141,1
Fort Kent,23000,Joe Biden,1069,0
Foster,38000,Donald Trump,1362,1
Foster,38000,Joe Biden,373,0
Foster,44000,Donald Trump,1582,1
Foster,44000,Joe Biden,1224,0
Fountain,18000,Donald Trump,6154,1
Fountain,18000,Joe Biden,1629,0
Foxborough,25000,Donald Trump,4357,0
Foxborough,25000,Joe Biden,6740,1
Framingham,25000,Donald Trump,7712,0
Framingham,25000,Joe Biden,23622,1
Francestown,33000,Donald Trump,534,0
Francestown,33000,Joe Biden,592,1
Franconia,33000,Donald Trump,248,0
Franconia,33000,Joe Biden,542,1
Frankfort,23000,Donald Trump,441,1
Frankfort,23000,Joe Biden,220,0
Franklin,1000,Donald Trump,10376,1
Franklin,1000,Joe Biden,2086,0
Franklin,5000,Donald Trump,5677,1
Franklin,5000,Joe Biden,1300,0
Franklin,9000,Donald Trump,674,1
Franklin,9000,Joe Biden,553,0
Franklin,12000,Donald Trump,4675,1
Franklin,12000,Joe Biden,2120,0
Franklin,13000,Donald Trump,9069,1
Franklin,13000,Joe Biden,1593,0
Franklin,16000,Donald Trump,5845,1
Franklin,16000,Joe Biden,657,0
Franklin,17000,Donald Trump,13622,1
Franklin,17000,Joe Biden,4760,0
Franklin,18000,Donald Trump,9691,1
Franklin,18000,Joe Biden,2137,0
Franklin,19000,Donald Trump,3422,1
Franklin,19000,Joe Biden,1626,0
Franklin,20000,Donald Trump,8326,1
Franklin,20000,Joe Biden,3623,0
Franklin,21000,Donald Trump,12900,1
Franklin,21000,Joe Biden,12652,0
Franklin,22000,Donald Trump,6970,1
Franklin,22000,Joe Biden,2658,0
Franklin,23000,Donald Trump,476,1
Franklin,23000,Joe Biden,412,1
Franklin,25000,Donald Trump,7345,0
Franklin,25000,Joe Biden,12475,1
Franklin,28000,Donald Trump,2923,1
Franklin,28000,Joe Biden,1480,0
Franklin,29000,Donald Trump,38058,1
Franklin,29000,Joe Biden,14569,0
Franklin,31000,Donald Trump,1437,1
Franklin,31000,Joe Biden,276,0
Franklin,33000,Donald Trump,2281,1
Franklin,33000,Joe Biden,1804,0
Franklin,36000,Donald Trump,9668,1
Franklin,36000,Joe Biden,9253,0
Franklin,37000,Donald Trump,20901,1
Franklin,37000,Joe Biden,15879,0
Franklin,39000,Donald Trump,211237,0
Franklin,39000,Joe Biden,409144,1
Franklin,42000,Donald Trump,57245,1
Franklin,42000,Joe Biden,22422,0
Franklin,47000,Donald Trump,13987,1
Franklin,47000,Joe Biden,4864,0
Franklin,48000,Donald Trump,4161,1
Franklin,48000,Joe Biden,804,0
Franklin,50000,Donald Trump,407,1
Franklin,50000,Joe Biden,318,0
Franklin,51000,Donald Trump,20895,1
Franklin,51000,Joe Biden,8381,0
Franklin,53000,Donald Trump,18039,1
Franklin,53000,Joe Biden,13340,0
Franklin city,51000,Donald Trump,1487,0
Franklin city,51000,Joe Biden,2525,1
Frederick,24000,Donald Trump,63682,0
Frederick,24000,Joe Biden,77675,1
Frederick,51000,Donald Trump,30558,1
Frederick,51000,Joe Biden,17207,0
Fredericksburg city,51000,Donald Trump,4037,0
Fredericksburg city,51000,Joe Biden,8517,1
Freeborn,27000,Donald Trump,9578,1
Freeborn,27000,Joe Biden,6889,0
Freedom,23000,Donald Trump,236,1
Freedom,23000,Joe Biden,201,0
Freedom,33000,Donald Trump,538,0
Freedom,33000,Joe Biden,538,1
Freeport,23000,Donald Trump,1675,0
Freeport,23000,Joe Biden,4327,1
Freestone,48000,Donald Trump,6991,1
Freestone,48000,Joe Biden,1635,0
Freetown,25000,Donald Trump,2906,1
Freetown,25000,Joe Biden,2483,0
Fremont,8000,Donald Trump,17517,1
Fremont,8000,Joe Biden,7369,0
Fremont,16000,Donald Trump,5548,1
Fremont,16000,Joe Biden,998,0
Fremont,19000,Donald Trump,2711,1
Fremont,19000,Joe Biden,1080,0
Fremont,33000,Donald Trump,1635,1
Fremont,33000,Joe Biden,1151,0
Fremont,56000,Donald Trump,12007,1
Fremont,56000,Joe Biden,5519,0
Frenchboro,23000,Donald Trump,19,1
Frenchboro,23000,Joe Biden,12,0
Frenchville,23000,Donald Trump,361,1
Frenchville,23000,Joe Biden,235,0
Fresno,6000,Donald Trump,164464,0
Fresno,6000,Joe Biden,193025,1
Friendship,23000,Donald Trump,477,1
Friendship,23000,Joe Biden,309,0
Frio,48000,Donald Trump,2823,1
Frio,48000,Joe Biden,2422,0
Frontier,31000,Donald Trump,1229,1
Frontier,31000,Joe Biden,189,0
Frye Island,23000,Donald Trump,19,0
Frye Island,23000,Joe Biden,38,1
Fryeburg,23000,Donald Trump,813,0
Fryeburg,23000,Joe Biden,1060,1
Fulton,5000,Donald Trump,3961,1
Fulton,5000,Joe Biden,1035,0
Fulton,13000,Donald Trump,137247,0
Fulton,13000,Joe Biden,380212,1
Fulton,17000,Donald Trump,9867,1
Fulton,17000,Joe Biden,6503,0
Fulton,18000,Donald Trump,6694,1
Fulton,18000,Joe Biden,2280,0
Fulton,21000,Donald Trump,1606,1
Fulton,21000,Joe Biden,794,0
Fulton,36000,Donald Trump,15378,1
Fulton,36000,Joe Biden,7931,0
Fulton,39000,Donald Trump,15731,1
Fulton,39000,Joe Biden,6664,0
Fulton,42000,Donald Trump,6824,1
Fulton,42000,Joe Biden,1085,0
Furnas,31000,Donald Trump,2163,1
Furnas,31000,Joe Biden,399,0
Gadsden,12000,Donald Trump,7465,0
Gadsden,12000,Joe Biden,16153,1
Gage,31000,Donald Trump,7445,1
Gage,31000,Joe Biden,3385,0
Gaines,48000,Donald Trump,5355,1
Gaines,48000,Joe Biden,576,0
Galax city,51000,Donald Trump,1838,1
Galax city,51000,Joe Biden,777,0
Gallatin,17000,Donald Trump,2019,1
Gallatin,17000,Joe Biden,622,0
Gallatin,21000,Donald Trump,2955,1
Gallatin,21000,Joe Biden,822,0
Gallatin,30000,Donald Trump,31696,0
Gallatin,30000,Joe Biden,37044,1
Gallia,39000,Donald Trump,10645,1
Gallia,39000,Joe Biden,2990,0
Galveston,48000,Donald Trump,93911,1
Galveston,48000,Joe Biden,58842,0
Garden,31000,Donald Trump,1016,1
Garden,31000,Joe Biden,161,0
Gardiner,23000,Donald Trump,1471,0
Gardiner,23000,Joe Biden,1694,1
Gardner,25000,Donald Trump,3939,0
Gardner,25000,Joe Biden,5213,1
Garfield,8000,Donald Trump,14717,0
Garfield,8000,Joe Biden,15427,1
Garfield,30000,Donald Trump,764,1
Garfield,30000,Joe Biden,41,0
Garfield,31000,Donald Trump,933,1
Garfield,31000,Joe Biden,133,0
Garfield,40000,Donald Trump,16970,1
Garfield,40000,Joe Biden,4919,0
Garfield,49000,Donald Trump,2158,1
Garfield,49000,Joe Biden,514,0
Garfield,53000,Donald Trump,1069,1
Garfield,53000,Joe Biden,366,0
Garfield Plt.,23000,Donald Trump,42,1
Garfield Plt.,23000,Joe Biden,11,0
Garland,5000,Donald Trump,29069,1
Garland,5000,Joe Biden,14045,0
Garland,23000,Donald Trump,409,1
Garland,23000,Joe Biden,177,0
Garrard,21000,Donald Trump,6754,1
Garrard,21000,Joe Biden,1830,0
Garrett,24000,Donald Trump,12002,1
Garrett,24000,Joe Biden,3281,0
Garvin,40000,Donald Trump,8878,1
Garvin,40000,Joe Biden,1865,0
Garza,48000,Donald Trump,1413,1
Garza,48000,Joe Biden,231,0
Gasconade,29000,Donald Trump,6222,1
Gasconade,29000,Joe Biden,1601,0
Gaston,37000,Donald Trump,73033,1
Gaston,37000,Joe Biden,40959,0
Gates,37000,Donald Trump,3367,1
Gates,37000,Joe Biden,2546,0
Geary,20000,Donald Trump,5193,1
Geary,20000,Joe Biden,3825,0
Geauga,39000,Donald Trump,34143,1
Geauga,39000,Joe Biden,21201,0
Gem,16000,Donald Trump,7951,1
Gem,16000,Joe Biden,1803,0
Genesee,26000,Donald Trump,98714,0
Genesee,26000,Joe Biden,119390,1
Genesee,36000,Donald Trump,18876,1
Genesee,36000,Joe Biden,9625,0
Geneva,1000,Donald Trump,10848,1
Geneva,1000,Joe Biden,1595,0
Gentry,29000,Donald Trump,2581,1
Gentry,29000,Joe Biden,613,0
George,28000,Donald Trump,9713,1
George,28000,Joe Biden,1218,0
Georgetown,23000,Donald Trump,294,0
Georgetown,23000,Joe Biden,525,1
Georgetown,25000,Donald Trump,2388,0
Georgetown,25000,Joe Biden,3051,1
Georgetown,45000,Donald Trump,20487,1
Georgetown,45000,Joe Biden,15822,0
Georgia,50000,Donald Trump,1295,0
Georgia,50000,Joe Biden,1517,1
Gibson,18000,Donald Trump,11817,1
Gibson,18000,Joe Biden,4023,0
Gibson,47000,Donald Trump,16259,1
Gibson,47000,Joe Biden,5771,0
Gila,4000,Donald Trump,18377,1
Gila,4000,Joe Biden,8943,0
Gilchrist,12000,Donald Trump,7895,1
Gilchrist,12000,Joe Biden,1700,0
Gilead,23000,Donald Trump,66,1
Gilead,23000,Joe Biden,48,0
Giles,47000,Donald Trump,9784,1
Giles,47000,Joe Biden,3298,0
Giles,51000,Donald Trump,6876,1
Giles,51000,Joe Biden,2156,0
Gilford,33000,Donald Trump,2748,1
Gilford,33000,Joe Biden,2508,0
Gill,25000,Donald Trump,279,0
Gill,25000,Joe Biden,679,1
Gillespie,48000,Donald Trump,12514,1
Gillespie,48000,Joe Biden,3176,0
Gilliam,41000,Donald Trump,834,1
Gilliam,41000,Joe Biden,324,0
Gilmanton,33000,Donald Trump,1423,1
Gilmanton,33000,Joe Biden,1020,0
Gilmer,13000,Donald Trump,13429,1
Gilmer,13000,Joe Biden,2932,0
Gilmer,54000,Donald Trump,2012,1
Gilmer,54000,Joe Biden,599,0
Gilpin,8000,Donald Trump,1833,0
Gilpin,8000,Joe Biden,2223,1
Gilsum,33000,Donald Trump,263,1
Gilsum,33000,Joe Biden,240,0
Glacier,30000,Donald Trump,1884,0
Glacier,30000,Joe Biden,3610,1
Glades,12000,Donald Trump,3782,1
Glades,12000,Joe Biden,1385,0
Gladwin,26000,Donald Trump,9893,1
Gladwin,26000,Joe Biden,4524,0
Glascock,13000,Donald Trump,1402,1
Glascock,13000,Joe Biden,155,0
Glasscock,48000,Donald Trump,611,1
Glasscock,48000,Joe Biden,39,0
Glastonbury,9000,Donald Trump,7998,0
Glastonbury,9000,Joe Biden,13990,1
Glenburn,23000,Donald Trump,1612,1
Glenburn,23000,Joe Biden,1108,0
Glenn,6000,Donald Trump,7063,1
Glenn,6000,Joe Biden,3995,0
Glenwood Plt.,23000,Donald Trump,1,0
Glenwood Plt.,23000,Joe Biden,0,1
Glocester,44000,Donald Trump,3351,1
Glocester,44000,Joe Biden,2638,0
Gloucester,25000,Donald Trump,5595,0
Gloucester,25000,Joe Biden,12138,1
Gloucester,34000,Donald Trump,83340,0
Gloucester,34000,Joe Biden,86702,1
Gloucester,51000,Donald Trump,14875,1
Gloucester,51000,Joe Biden,6964,0
Glover,50000,Donald Trump,239,0
Glover,50000,Joe Biden,401,1
Glynn,13000,Donald Trump,25617,1
Glynn,13000,Joe Biden,15882,0
Goffstown,33000,Donald Trump,5040,1
Goffstown,33000,Joe Biden,4967,0
Gogebic,26000,Donald Trump,4600,1
Gogebic,26000,Joe Biden,3570,0
Golden Valley,30000,Donald Trump,414,1
Golden Valley,30000,Joe Biden,78,0
Golden Valley,38000,Donald Trump,871,1
Golden Valley,38000,Joe Biden,137,0
Goliad,48000,Donald Trump,3085,1
Goliad,48000,Joe Biden,877,0
Gonzales,48000,Donald Trump,5627,1
Gonzales,48000,Joe Biden,1948,0
Goochland,51000,Donald Trump,9966,1
Goochland,51000,Joe Biden,6685,0
Goodhue,27000,Donald Trump,16052,1
Goodhue,27000,Joe Biden,11806,0
Gooding,16000,Donald Trump,4659,1
Gooding,16000,Joe Biden,1256,0
Gordon,13000,Donald Trump,19405,1
Gordon,13000,Joe Biden,4384,0
Gorham,23000,Donald Trump,4275,0
Gorham,23000,Joe Biden,6460,1
Gorham,33000,Donald Trump,748,0
Gorham,33000,Joe Biden,906,1
Goshen,9000,Donald Trump,1161,1
Goshen,9000,Joe Biden,902,0
Goshen,25000,Donald Trump,231,0
Goshen,25000,Joe Biden,418,1
Goshen,33000,Donald Trump,284,1
Goshen,33000,Joe Biden,186,0
Goshen,50000,Donald Trump,34,0
Goshen,50000,Joe Biden,90,1
Goshen,56000,Donald Trump,4878,1
Goshen,56000,Joe Biden,1203,0
Gosnold,25000,Donald Trump,22,0
Gosnold,25000,Joe Biden,56,1
Gosper,31000,Donald Trump,893,1
Gosper,31000,Joe Biden,215,0
Gouldsboro,23000,Donald Trump,612,1
Gouldsboro,23000,Joe Biden,477,0
Gove,20000,Donald Trump,1256,1
Gove,20000,Joe Biden,163,0
Grady,13000,Donald Trump,7034,1
Grady,13000,Joe Biden,3619,0
Grady,40000,Donald Trump,18538,1
Grady,40000,Joe Biden,4144,0
Grafton,25000,Donald Trump,4011,0
Grafton,25000,Joe Biden,7139,1
Grafton,33000,Donald Trump,423,1
Grafton,33000,Joe Biden,345,0
Grafton,50000,Donald Trump,129,0
Grafton,50000,Joe Biden,263,1
Graham,4000,Donald Trump,10749,1
Graham,4000,Joe Biden,4034,0
Graham,20000,Donald Trump,1052,1
Graham,20000,Joe Biden,222,0
Graham,37000,Donald Trump,3710,1
Graham,37000,Joe Biden,905,0
Grainger,47000,Donald Trump,8565,1
Grainger,47000,Joe Biden,1467,0
Granby,9000,Donald Trump,3166,0
Granby,9000,Joe Biden,4029,1
Granby,25000,Donald Trump,1815,0
Granby,25000,Joe Biden,2055,1
Granby,50000,Donald Trump,23,1
Granby,50000,Joe Biden,20,0
Grand,8000,Donald Trump,4883,1
Grand,8000,Joe Biden,4710,0
Grand,49000,Donald Trump,2248,0
Grand,49000,Joe Biden,2806,1
Grand Forks,38000,Donald Trump,16987,1
Grand Forks,38000,Joe Biden,12880,0
Grand Isle,23000,Donald Trump,119,1
Grand Isle,23000,Joe Biden,107,0
Grand Isle,50000,Donald Trump,538,0
Grand Isle,50000,Joe Biden,831,1
Grand Lake Stream Plt,23000,Donald Trump,60,1
Grand Lake Stream Plt,23000,Joe Biden,37,0
Grand Traverse,26000,Donald Trump,30502,1
Grand Traverse,26000,Joe Biden,28683,0
Granite,30000,Donald Trump,1419,1
Granite,30000,Joe Biden,638,0
Grant,5000,Donald Trump,6794,1
Grant,5000,Joe Biden,1268,0
Grant,18000,Donald Trump,18543,1
Grant,18000,Joe Biden,8015,0
Grant,20000,Donald Trump,1910,1
Grant,20000,Joe Biden,497,0
Grant,21000,Donald Trump,8725,1
Grant,21000,Joe Biden,2205,0
Grant,22000,Donald Trump,8117,1
Grant,22000,Joe Biden,1157,0
Grant,27000,Donald Trump,2269,1
Grant,27000,Joe Biden,1300,0
Grant,31000,Donald Trump,375,1
Grant,31000,Joe Biden,20,0
Grant,35000,Donald Trump,6553,0
Grant,35000,Joe Biden,7590,1
Grant,38000,Donald Trump,1145,1
Grant,38000,Joe Biden,207,0
Grant,40000,Donald Trump,1916,1
Grant,40000,Joe Biden,280,0
Grant,41000,Donald Trump,3545,1
Grant,41000,Joe Biden,929,0
Grant,46000,Donald Trump,2618,1
Grant,46000,Joe Biden,1056,0
Grant,53000,Donald Trump,24764,1
Grant,53000,Joe Biden,11819,0
Grant,54000,Donald Trump,4871,1
Grant,54000,Joe Biden,607,0
Grant,55000,Donald Trump,14142,1
Grant,55000,Joe Biden,10998,0
Grantham,33000,Donald Trump,747,0
Grantham,33000,Joe Biden,1669,1
Granville,25000,Donald Trump,565,1
Granville,25000,Joe Biden,402,0
Granville,37000,Donald Trump,16647,1
Granville,37000,Joe Biden,14565,0
Granville,50000,Donald Trump,30,0
Granville,50000,Joe Biden,136,1
Gratiot,26000,Donald Trump,12102,1
Gratiot,26000,Joe Biden,6693,0
Graves,21000,Donald Trump,13206,1
Graves,21000,Joe Biden,3560,0
Gray,20000,Donald Trump,1871,1
Gray,20000,Joe Biden,337,0
Gray,23000,Donald Trump,2557,0
Gray,23000,Joe Biden,2653,1
Gray,48000,Donald Trump,6840,1
Gray,48000,Joe Biden,829,0
Grays Harbor,53000,Donald Trump,19877,1
Grays Harbor,53000,Joe Biden,17354,0
Grayson,21000,Donald Trump,9453,1
Grayson,21000,Joe Biden,2400,0
Grayson,48000,Donald Trump,44163,1
Grayson,48000,Joe Biden,14506,0
Grayson,51000,Donald Trump,6529,1
Grayson,51000,Joe Biden,1535,0
Great Barrington,25000,Donald Trump,654,0
Great Barrington,25000,Joe Biden,3368,1
Great Pond,23000,Donald Trump,25,1
Great Pond,23000,Joe Biden,18,0
Greeley,20000,Donald Trump,537,1
Greeley,20000,Joe Biden,77,0
Greeley,31000,Donald Trump,1016,1
Greeley,31000,Joe Biden,229,0
Green,21000,Donald Trump,4838,1
Green,21000,Joe Biden,920,0
Green,55000,Donald Trump,10169,0
Green,55000,Joe Biden,10851,1
Green Lake,55000,Donald Trump,7168,1
Green Lake,55000,Joe Biden,3344,0
Greenbrier,54000,Donald Trump,10925,1
Greenbrier,54000,Joe Biden,4655,0
Greenbush,23000,Donald Trump,499,1
Greenbush,23000,Joe Biden,193,0
Greene,1000,Donald Trump,875,0
Greene,1000,Joe Biden,3884,1
Greene,5000,Donald Trump,12670,1
Greene,5000,Joe Biden,3058,0
Greene,13000,Donald Trump,7066,1
Greene,13000,Joe Biden,4087,0
Greene,17000,Donald Trump,4770,1
Greene,17000,Joe Biden,1349,0
Greene,18000,Donald Trump,11103,1
Greene,18000,Joe Biden,3389,0
Greene,19000,Donald Trump,3223,1
Greene,19000,Joe Biden,1769,0
Greene,23000,Donald Trump,1663,1
Greene,23000,Joe Biden,914,0
Greene,28000,Donald Trump,4794,1
Greene,28000,Joe Biden,966,0
Greene,29000,Donald Trump,83630,1
Greene,29000,Joe Biden,55068,0
Greene,36000,Donald Trump,14271,1
Greene,36000,Joe Biden,10346,0
Greene,37000,Donald Trump,4874,1
Greene,37000,Joe Biden,3832,0
Greene,39000,Donald Trump,52072,1
Greene,39000,Joe Biden,34798,0
Greene,42000,Donald Trump,12579,1
Greene,42000,Joe Biden,4911,0
Greene,47000,Donald Trump,22259,1
Greene,47000,Joe Biden,5199,0
Greene,51000,Donald Trump,6866,1
Greene,51000,Joe Biden,4163,0
Greenfield,25000,Donald Trump,2265,0
Greenfield,25000,Joe Biden,6883,1
Greenfield,33000,Donald Trump,466,0
Greenfield,33000,Joe Biden,529,1
Greenland,33000,Donald Trump,1160,0
Greenland,33000,Joe Biden,1723,1
Greenlee,4000,Donald Trump,2433,1
Greenlee,4000,Joe Biden,1182,0
Greensboro,50000,Donald Trump,106,0
Greensboro,50000,Joe Biden,365,1
Greensville,51000,Donald Trump,1914,0
Greensville,51000,Joe Biden,2627,1
Greenup,21000,Donald Trump,13064,1
Greenup,21000,Joe Biden,4873,0
Greenville,23000,Donald Trump,644,1
Greenville,23000,Joe Biden,486,0
Greenville,33000,Donald Trump,532,1
Greenville,33000,Joe Biden,501,0
Greenville,45000,Donald Trump,150021,1
Greenville,45000,Joe Biden,103030,0
Greenwich,9000,Donald Trump,13269,0
Greenwich,9000,Joe Biden,22243,1
Greenwood,20000,Donald Trump,2404,1
Greenwood,20000,Joe Biden,562,0
Greenwood,23000,Donald Trump,242,0
Greenwood,23000,Joe Biden,278,1
Greenwood,45000,Donald Trump,19431,1
Greenwood,45000,Joe Biden,12145,0
Greer,40000,Donald Trump,1605,1
Greer,40000,Joe Biden,328,0
Gregg,48000,Donald Trump,32493,1
Gregg,48000,Joe Biden,14796,0
Gregory,46000,Donald Trump,1771,1
