new_county_name,state_id,candidate,total_votes,won
Abbeville,45000,Donald Trump,8215,1
Abbeville,45000,Joe Biden,4101,0
Abbot,23000,Donald Trump,288,1
Abbot,23000,Joe Biden,121,0
Abington,25000,Donald Trump,4236,0
Abington,25000,Joe Biden,5209,1
Acadia,22000,Donald Trump,22596,1
Acadia,22000,Joe Biden,5443,0
Accomack,51000,Donald Trump,9172,1
Accomack,51000,Joe Biden,7578,0
Acton,23000,Donald Trump,930,1
Acton,23000,Joe Biden,651,0
Acton,25000,Donald Trump,2471,0
Acton,25000,Joe Biden,11105,1
Acushnet,25000,Donald Trump,3290,1
Acushnet,25000,Joe Biden,2664,0
Acworth,33000,Donald Trump,269,0
Acworth,33000,Joe Biden,293,1
Ada,16000,Donald Trump,130699,1
Ada,16000,Joe Biden,120539,0
Adair,19000,Donald Trump,2917,1
Adair,19000,Joe Biden,1198,0
Adair,21000,Donald Trump,7276,1
Adair,21000,Joe Biden,1392,0
Adair,29000,Donald Trump,6413,1
Adair,29000,Joe Biden,3710,0
Adair,40000,Donald Trump,5585,1
Adair,40000,Joe Biden,1387,0
Adams,8000,Donald Trump,95657,0
Adams,8000,Joe Biden,134202,1
Adams,16000,Donald Trump,1941,1
Adams,16000,Joe Biden,591,0
Adams,17000,Donald Trump,24220,1
Adams,17000,Joe Biden,8633,0
Adams,18000,Donald Trump,10686,1
Adams,18000,Joe Biden,3236,0
Adams,19000,Donald Trump,1530,1
Adams,19000,Joe Biden,590,0
Adams,25000,Donald Trump,1428,0
Adams,25000,Joe Biden,2894,1
Adams,28000,Donald Trump,5696,0
Adams,28000,Joe Biden,7917,1
Adams,31000,Donald Trump,10085,1
Adams,31000,Joe Biden,4213,0
Adams,38000,Donald Trump,981,1
Adams,38000,Joe Biden,258,0
Adams,39000,Donald Trump,9870,1
Adams,39000,Joe Biden,2156,0
Adams,42000,Donald Trump,37523,1
Adams,42000,Joe Biden,18207,0
Adams,53000,Donald Trump,3907,1
Adams,53000,Joe Biden,1814,0
Adams,55000,Donald Trump,7362,1
Adams,55000,Joe Biden,4329,0
Addison,23000,Donald Trump,451,1
Addison,23000,Joe Biden,235,0
Addison,50000,Donald Trump,379,0
Addison,50000,Joe Biden,445,1
Agawam,25000,Donald Trump,8073,1
Agawam,25000,Joe Biden,7794,0
Aiken,45000,Donald Trump,51589,1
Aiken,45000,Joe Biden,32275,0
Aitkin,27000,Donald Trump,6258,1
Aitkin,27000,Joe Biden,3607,0
Alachua,12000,Donald Trump,50972,0
Alachua,12000,Joe Biden,89704,1
Alamance,37000,Donald Trump,46056,1
Alamance,37000,Joe Biden,38825,0
Alameda,6000,Donald Trump,136309,0
Alameda,6000,Joe Biden,617659,1
Alamosa,8000,Donald Trump,3813,1
Alamosa,8000,Joe Biden,3759,0
Albany,33000,Donald Trump,190,0
Albany,33000,Joe Biden,250,1
Albany,36000,Donald Trump,51081,0
Albany,36000,Joe Biden,99474,1
Albany,50000,Donald Trump,235,0
Albany,50000,Joe Biden,286,1
Albany,56000,Donald Trump,8579,0
Albany,56000,Joe Biden,9092,1
Albemarle,51000,Donald Trump,20804,0
Albemarle,51000,Joe Biden,42466,1
Albion,23000,Donald Trump,801,1
Albion,23000,Joe Biden,385,0
Alburgh,50000,Donald Trump,499,0
Alburgh,50000,Joe Biden,550,1
Alcona,26000,Donald Trump,4848,1
Alcona,26000,Joe Biden,2142,0
Alcorn,28000,Donald Trump,12818,1
Alcorn,28000,Joe Biden,2782,0
Alexander,17000,Donald Trump,1486,1
Alexander,17000,Joe Biden,1114,0
Alexander,23000,Donald Trump,224,1
Alexander,23000,Joe Biden,73,0
Alexander,37000,Donald Trump,15888,1
Alexander,37000,Joe Biden,4145,0
Alexandria,33000,Donald Trump,616,1
Alexandria,33000,Joe Biden,440,0
Alexandria city,51000,Donald Trump,14544,0
Alexandria city,51000,Joe Biden,66240,1
Alfalfa,40000,Donald Trump,1978,1
Alfalfa,40000,Joe Biden,232,0
Alford,25000,Donald Trump,50,0
Alford,25000,Joe Biden,271,1
Alfred,23000,Donald Trump,948,0
Alfred,23000,Joe Biden,983,1
Alger,26000,Donald Trump,3014,1
Alger,26000,Joe Biden,2053,0
Allagash,23000,Donald Trump,95,1
Allagash,23000,Joe Biden,74,0
Allamakee,19000,Donald Trump,4735,1
Allamakee,19000,Joe Biden,2576,0
Allegan,26000,Donald Trump,41392,1
Allegan,26000,Joe Biden,24449,0
Allegany,24000,Donald Trump,20886,1
Allegany,24000,Joe Biden,9158,0
Allegany,36000,Donald Trump,14135,1
Allegany,36000,Joe Biden,6048,0
Alleghany,37000,Donald Trump,4527,1
Alleghany,37000,Joe Biden,1486,0
Alleghany,51000,Donald Trump,5859,1
Alleghany,51000,Joe Biden,2243,0
Allegheny,42000,Donald Trump,282913,0
Allegheny,42000,Joe Biden,430759,1
Allen,18000,Donald Trump,92083,1
Allen,18000,Joe Biden,73189,0
Allen,20000,Donald Trump,4155,1
Allen,20000,Joe Biden,1559,0
Allen,21000,Donald Trump,7587,1
Allen,21000,Joe Biden,1642,0
Allen,22000,Donald Trump,7574,1
Allen,22000,Joe Biden,2108,0
Allen,39000,Donald Trump,33116,1
Allen,39000,Joe Biden,14149,0
Allendale,45000,Donald Trump,835,0
Allendale,45000,Joe Biden,2718,1
Allenstown,33000,Donald Trump,1233,1
Allenstown,33000,Joe Biden,1050,0
Alna,23000,Donald Trump,174,0
Alna,23000,Joe Biden,320,1
Alpena,26000,Donald Trump,10686,1
Alpena,26000,Joe Biden,6000,0
Alpine,6000,Donald Trump,244,0
Alpine,6000,Joe Biden,476,1
Alstead,33000,Donald Trump,477,0
Alstead,33000,Joe Biden,684,1
Alton,23000,Donald Trump,293,1
Alton,23000,Joe Biden,169,0
Alton,33000,Donald Trump,2420,1
Alton,33000,Joe Biden,1438,0
Amador,6000,Donald Trump,13585,1
Amador,6000,Joe Biden,8153,0
Amelia,51000,Donald Trump,5390,1
Amelia,51000,Joe Biden,2411,0
Amesbury,25000,Donald Trump,3326,0
Amesbury,25000,Joe Biden,6786,1
Amherst,23000,Donald Trump,115,1
Amherst,23000,Joe Biden,64,0
Amherst,25000,Donald Trump,873,0
Amherst,25000,Joe Biden,10718,1
Amherst,33000,Donald Trump,3208,0
Amherst,33000,Joe Biden,4796,1
Amherst,51000,Donald Trump,11041,1
Amherst,51000,Joe Biden,5672,0
Amite,28000,Donald Trump,4503,1
Amite,28000,Joe Biden,2620,0
Amity,23000,Donald Trump,96,1
Amity,23000,Joe Biden,27,0
Anderson,20000,Donald Trump,2874,1
Anderson,20000,Joe Biden,765,0
Anderson,21000,Donald Trump,9661,1
Anderson,21000,Joe Biden,3348,0
Anderson,45000,Donald Trump,67565,1
Anderson,45000,Joe Biden,27169,0
Anderson,47000,Donald Trump,23184,1
Anderson,47000,Joe Biden,11741,0
Anderson,48000,Donald Trump,15110,1
Anderson,48000,Joe Biden,3955,0
Andover,9000,Donald Trump,998,0
Andover,9000,Joe Biden,1058,1
Andover,23000,Donald Trump,293,1
Andover,23000,Joe Biden,223,0
Andover,25000,Donald Trump,6693,0
Andover,25000,Joe Biden,14503,1
Andover,33000,Donald Trump,726,0
Andover,33000,Joe Biden,844,1
Andover,50000,Donald Trump,132,0
Andover,50000,Joe Biden,216,1
Andrew,29000,Donald Trump,7255,1
Andrew,29000,Joe Biden,2351,0
Andrews,48000,Donald Trump,4943,1
Andrews,48000,Joe Biden,850,0
Angelina,48000,Donald Trump,25076,1
Angelina,48000,Joe Biden,9143,0
Anne Arundel,24000,Donald Trump,127821,0
Anne Arundel,24000,Joe Biden,172823,1
Anoka,27000,Donald Trump,104902,1
Anoka,27000,Joe Biden,100893,0
Anson,23000,Donald Trump,796,1
Anson,23000,Joe Biden,398,0
Anson,37000,Donald Trump,5321,0
Anson,37000,Joe Biden,5789,1
Ansonia,9000,Donald Trump,3797,0
Ansonia,9000,Joe Biden,4521,1
Antelope,31000,Donald Trump,3093,1
Antelope,31000,Joe Biden,452,0
Antrim,26000,Donald Trump,9748,1
Antrim,26000,Joe Biden,5960,0
Antrim,33000,Donald Trump,779,1
Antrim,33000,Joe Biden,761,0
Apache,4000,Donald Trump,11442,0
Apache,4000,Joe Biden,23293,1
Appanoose,19000,Donald Trump,4512,1
Appanoose,19000,Joe Biden,1891,0
Appleton,23000,Donald Trump,407,0
Appleton,23000,Joe Biden,478,1
Appling,13000,Donald Trump,6570,1
Appling,13000,Joe Biden,1784,0
Appomattox,51000,Donald Trump,6702,1
Appomattox,51000,Joe Biden,2418,0
Aquinnah,25000,Donald Trump,34,0
Aquinnah,25000,Joe Biden,311,1
Aransas,48000,Donald Trump,9239,1
Aransas,48000,Joe Biden,2916,0
Arapahoe,8000,Donald Trump,127323,0
Arapahoe,8000,Joe Biden,213607,1
Archer,48000,Donald Trump,4300,1
Archer,48000,Joe Biden,446,0
Archuleta,8000,Donald Trump,5189,1
Archuleta,8000,Joe Biden,3738,0
Arenac,26000,Donald Trump,5928,1
Arenac,26000,Joe Biden,2774,0
Arkansas,5000,Donald Trump,4304,1
Arkansas,5000,Joe Biden,1818,0
Arlington,25000,Donald Trump,4381,0
Arlington,25000,Joe Biden,23671,1
Arlington,50000,Donald Trump,511,0
Arlington,50000,Joe Biden,929,1
Arlington,51000,Donald Trump,22318,0
Arlington,51000,Joe Biden,105344,1
Armstrong,42000,Donald Trump,27489,1
Armstrong,42000,Joe Biden,8457,0
Armstrong,48000,Donald Trump,1035,1
Armstrong,48000,Joe Biden,75,0
Aroostook,23000,Donald Trump,150,1
Aroostook,23000,Joe Biden,141,0
Arrowsic,23000,Donald Trump,104,0
Arrowsic,23000,Joe Biden,260,1
Arthur,31000,Donald Trump,260,1
Arthur,31000,Joe Biden,21,0
Arundel,23000,Donald Trump,1347,0
Arundel,23000,Joe Biden,1405,1
Ascension,22000,Donald Trump,40687,1
Ascension,22000,Joe Biden,20399,0
Ashburnham,25000,Donald Trump,1667,0
Ashburnham,25000,Joe Biden,2030,1
Ashby,25000,Donald Trump,1008,1
Ashby,25000,Joe Biden,956,0
Ashe,37000,Donald Trump,11451,1
Ashe,37000,Joe Biden,4164,0
Ashfield,25000,Donald Trump,180,0
Ashfield,25000,Joe Biden,993,1
Ashford,9000,Donald Trump,1160,0
Ashford,9000,Joe Biden,1330,1
Ashland,23000,Donald Trump,376,1
Ashland,23000,Joe Biden,231,0
Ashland,25000,Donald Trump,2936,0
Ashland,25000,Joe Biden,7308,1
Ashland,33000,Donald Trump,562,0
Ashland,33000,Joe Biden,632,1
Ashland,39000,Donald Trump,19407,1
Ashland,39000,Joe Biden,6541,0
Ashland,55000,Donald Trump,3841,0
Ashland,55000,Joe Biden,4801,1
Ashley,5000,Donald Trump,5548,1
Ashley,5000,Joe Biden,2125,0
Ashtabula,39000,Donald Trump,26890,1
Ashtabula,39000,Joe Biden,16497,0
Asotin,53000,Donald Trump,7319,1
Asotin,53000,Joe Biden,4250,0
Assumption,22000,Donald Trump,7271,1
Assumption,22000,Joe Biden,3833,0
Atascosa,48000,Donald Trump,12039,1
Atascosa,48000,Joe Biden,5876,0
Atchison,20000,Donald Trump,4826,1
Atchison,20000,Joe Biden,2314,0
Atchison,29000,Donald Trump,2199,1
Atchison,29000,Joe Biden,564,0
Athens,23000,Donald Trump,332,1
Athens,23000,Joe Biden,167,0
Athens,39000,Donald Trump,10862,0
Athens,39000,Joe Biden,14772,1
Athens,50000,Donald Trump,84,0
Athens,50000,Joe Biden,120,1
Athol,25000,Donald Trump,2579,0
Athol,25000,Joe Biden,2705,1
Atkinson,13000,Donald Trump,2300,1
Atkinson,13000,Joe Biden,825,0
Atkinson,23000,Donald Trump,122,1
Atkinson,23000,Joe Biden,49,0
Atkinson,33000,Donald Trump,2795,1
Atkinson,33000,Joe Biden,2250,0
Atlantic,34000,Donald Trump,64438,0
Atlantic,34000,Joe Biden,73808,1
Atoka,40000,Donald Trump,4557,1
Atoka,40000,Joe Biden,765,0
Attala,28000,Donald Trump,5178,1
Attala,28000,Joe Biden,3542,0
Attleboro,25000,Donald Trump,9272,0
Attleboro,25000,Joe Biden,13661,1
Auburn,23000,Donald Trump,5409,0
Auburn,23000,Joe Biden,6482,1
Auburn,25000,Donald Trump,4306,0
Auburn,25000,Joe Biden,5620,1
Auburn,33000,Donald Trump,2265,1
Auburn,33000,Joe Biden,1619,0
Audrain,29000,Donald Trump,7732,1
Audrain,29000,Joe Biden,2704,0
Audubon,19000,Donald Trump,2295,1
Audubon,19000,Joe Biden,1071,0
Auglaize,39000,Donald Trump,20798,1
Auglaize,39000,Joe Biden,4651,0
Augusta,23000,Donald Trump,4155,0
Augusta,23000,Joe Biden,5248,1
Augusta,51000,Donald Trump,30714,1
Augusta,51000,Joe Biden,10840,0
Aurora,23000,Donald Trump,42,1
Aurora,23000,Joe Biden,29,0
Aurora,46000,Donald Trump,1052,1
Aurora,46000,Joe Biden,317,0
Austin,48000,Donald Trump,11447,1
Austin,48000,Joe Biden,2951,0
Autauga,1000,Donald Trump,19838,1
Autauga,1000,Joe Biden,7503,0
Avery,37000,Donald Trump,7172,1
Avery,37000,Joe Biden,2191,0
Avon,9000,Donald Trump,4469,0
Avon,9000,Joe Biden,7299,1
Avon,23000,Donald Trump,164,1
Avon,23000,Joe Biden,96,0
Avon,25000,Donald Trump,1030,0
Avon,25000,Joe Biden,1601,1
Avoyelles,22000,Donald Trump,12028,1
Avoyelles,22000,Joe Biden,4979,0
Ayer,25000,Donald Trump,1537,0
Ayer,25000,Joe Biden,2932,1
Baca,8000,Donald Trump,1867,1
Baca,8000,Joe Biden,317,0
Bacon,13000,Donald Trump,4017,1
Bacon,13000,Joe Biden,625,0
Bailey,48000,Donald Trump,1434,1
Bailey,48000,Joe Biden,409,0
Baileyville,23000,Donald Trump,421,1
Baileyville,23000,Joe Biden,239,0
Baker,12000,Donald Trump,11911,1
Baker,12000,Joe Biden,2037,0
Baker,13000,Donald Trump,897,1
Baker,13000,Joe Biden,652,0
Baker,41000,Donald Trump,7352,1
Baker,41000,Joe Biden,2346,0
Bakersfield,50000,Donald Trump,272,0
Bakersfield,50000,Joe Biden,395,1
Baldwin,1000,Donald Trump,83544,1
Baldwin,1000,Joe Biden,24578,0
Baldwin,13000,Donald Trump,8903,0
Baldwin,13000,Joe Biden,9140,1
Baldwin,23000,Donald Trump,623,1
Baldwin,23000,Joe Biden,350,0
Ballard,21000,Donald Trump,3356,1
Ballard,21000,Joe Biden,825,0
Baltimore,24000,Donald Trump,146202,0
Baltimore,24000,Joe Biden,258409,1
Baltimore,50000,Donald Trump,72,1
Baltimore,50000,Joe Biden,63,0
Baltimore city,24000,Donald Trump,25374,0
Baltimore city,24000,Joe Biden,207260,1
Bamberg,45000,Donald Trump,2417,0
Bamberg,45000,Joe Biden,4010,1
Bandera,48000,Donald Trump,10057,1
Bandera,48000,Joe Biden,2505,0
Bangor,23000,Donald Trump,6065,0
Bangor,23000,Joe Biden,9452,1
Banks,13000,Donald Trump,7795,1
Banks,13000,Joe Biden,932,0
Banner,31000,Donald Trump,362,1
Banner,31000,Joe Biden,43,0
Bannock,16000,Donald Trump,23331,1
Bannock,16000,Joe Biden,14682,0
Bar Harbor,23000,Donald Trump,804,0
Bar Harbor,23000,Joe Biden,2678,1
Baraga,26000,Donald Trump,2512,1
Baraga,26000,Joe Biden,1478,0
Barber,20000,Donald Trump,1992,1
Barber,20000,Joe Biden,284,0
Barbour,1000,Donald Trump,5622,1
Barbour,1000,Joe Biden,4816,0
Barbour,54000,Donald Trump,5116,1
Barbour,54000,Joe Biden,1457,0
Baring Plt.,23000,Donald Trump,68,1
Baring Plt.,23000,Joe Biden,42,0
Barkhamsted,9000,Donald Trump,1228,1
Barkhamsted,9000,Joe Biden,1154,0
Barnard,50000,Donald Trump,177,0
Barnard,50000,Joe Biden,465,1
Barnes,38000,Donald Trump,3568,1
Barnes,38000,Joe Biden,1820,0
Barnet,50000,Donald Trump,437,0
Barnet,50000,Joe Biden,624,1
Barnstable,25000,Donald Trump,11436,0
Barnstable,25000,Joe Biden,16491,1
Barnstead,33000,Donald Trump,1698,1
Barnstead,33000,Joe Biden,1150,0
Barnwell,45000,Donald Trump,5492,1
Barnwell,45000,Joe Biden,4720,0
Barre,25000,Donald Trump,1523,0
Barre,25000,Joe Biden,1535,1
Barre,50000,Donald Trump,1298,0
Barre,50000,Joe Biden,2380,1
Barre Town,50000,Donald Trump,2093,0
Barre Town,50000,Joe Biden,2512,1
Barren,21000,Donald Trump,14654,1
Barren,21000,Joe Biden,5127,0
Barrington,33000,Donald Trump,2733,0
Barrington,33000,Joe Biden,3142,1
Barrington,44000,Donald Trump,2889,0
Barrington,44000,Joe Biden,7713,1
Barron,55000,Donald Trump,15803,1
Barron,55000,Joe Biden,9194,0
Barrow,13000,Donald Trump,26804,1
Barrow,13000,Joe Biden,10453,0
Barry,26000,Donald Trump,23471,1
Barry,26000,Joe Biden,11797,0
Barry,29000,Donald Trump,12425,1
Barry,29000,Joe Biden,2948,0
Bartholomew,18000,Donald Trump,22410,1
Bartholomew,18000,Joe Biden,12934,0
Bartlett,33000,Donald Trump,773,0
Bartlett,33000,Joe Biden,1374,1
Barton,20000,Donald Trump,8480,1
Barton,20000,Joe Biden,2302,0
Barton,29000,Donald Trump,5168,1
Barton,29000,Joe Biden,844,0
Barton,50000,Donald Trump,570,0
Barton,50000,Joe Biden,687,1
Bartow,13000,Donald Trump,37672,1
Bartow,13000,Joe Biden,12091,0
Bastrop,48000,Donald Trump,20516,1
Bastrop,48000,Joe Biden,15474,0
Bates,29000,Donald Trump,6597,1
Bates,29000,Joe Biden,1672,0
Bath,21000,Donald Trump,3986,1
Bath,21000,Joe Biden,1573,0
Bath,23000,Donald Trump,1540,0
Bath,23000,Joe Biden,3421,1
Bath,33000,Donald Trump,353,1
Bath,33000,Joe Biden,259,0
Bath,51000,Donald Trump,1834,1
Bath,51000,Joe Biden,646,0
Baxter,5000,Donald Trump,15836,1
Baxter,5000,Joe Biden,4635,0
Bay,12000,Donald Trump,66097,1
Bay,12000,Joe Biden,25614,0
Bay,26000,Donald Trump,33125,1
Bay,26000,Joe Biden,26151,0
Bayfield,55000,Donald Trump,4617,0
Bayfield,55000,Joe Biden,6147,1
Baylor,48000,Donald Trump,1494,1
Baylor,48000,Joe Biden,183,0
Beacon Falls,9000,Donald Trump,2191,1
Beacon Falls,9000,Joe Biden,1543,0
Beadle,46000,Donald Trump,4808,1
Beadle,46000,Joe Biden,2107,0
Beals,23000,Donald Trump,191,1
Beals,23000,Joe Biden,98,0
Bear Lake,16000,Donald Trump,2914,1
Bear Lake,16000,Joe Biden,350,0
Beaufort,37000,Donald Trump,16437,1
Beaufort,37000,Joe Biden,9633,0
Beaufort,45000,Donald Trump,53194,1
Beaufort,45000,Joe Biden,43419,0
Beauregard,22000,Donald Trump,13575,1
Beauregard,22000,Joe Biden,2542,0
Beaver,40000,Donald Trump,1968,1
Beaver,40000,Joe Biden,190,0
Beaver,42000,Donald Trump,54759,1
Beaver,42000,Joe Biden,38122,0
Beaver,49000,Donald Trump,2695,1
Beaver,49000,Joe Biden,357,0
Beaver Cove,23000,Donald Trump,60,1
Beaver Cove,23000,Joe Biden,59,0
Beaverhead,30000,Donald Trump,3923,1
Beaverhead,30000,Joe Biden,1608,0
Becker,27000,Donald Trump,12438,1
Becker,27000,Joe Biden,6589,0
Becket,25000,Donald Trump,413,0
Becket,25000,Joe Biden,757,1
Beckham,40000,Donald Trump,6767,1
Beckham,40000,Joe Biden,1048,0
Beddington,23000,Donald Trump,36,1
Beddington,23000,Joe Biden,13,0
Bedford,25000,Donald Trump,2180,0
Bedford,25000,Joe Biden,6452,1
Bedford,33000,Donald Trump,7052,0
Bedford,33000,Joe Biden,7521,1
Bedford,42000,Donald Trump,23025,1
Bedford,42000,Joe Biden,4367,0
Bedford,47000,Donald Trump,14354,1
Bedford,47000,Joe Biden,4453,0
Bedford,51000,Donald Trump,35600,1
Bedford,51000,Joe Biden,12176,0
Bee,48000,Donald Trump,6006,1
Bee,48000,Joe Biden,3288,0
Belchertown,25000,Donald Trump,3481,0
Belchertown,25000,Joe Biden,5893,1
Belfast,23000,Donald Trump,1259,0
Belfast,23000,Joe Biden,2847,1
Belgrade,23000,Donald Trump,1166,1
Belgrade,23000,Joe Biden,994,0
Bell,21000,Donald Trump,8140,1
Bell,21000,Joe Biden,1789,0
Bell,48000,Donald Trump,67893,1
Bell,48000,Joe Biden,57014,0
Bellingham,25000,Donald Trump,4402,0
Bellingham,25000,Joe Biden,5211,1
Belmont,23000,Donald Trump,319,1
Belmont,23000,Joe Biden,259,0
Belmont,25000,Donald Trump,2956,0
Belmont,25000,Joe Biden,11999,1
Belmont,33000,Donald Trump,2365,1
Belmont,33000,Joe Biden,1609,0
Belmont,39000,Donald Trump,23560,1
Belmont,39000,Joe Biden,9138,0
Beltrami,27000,Donald Trump,12188,1
Beltrami,27000,Joe Biden,11426,0
Belvidere,50000,Donald Trump,93,1
Belvidere,50000,Joe Biden,79,0
Ben Hill,13000,Donald Trump,4111,1
Ben Hill,13000,Joe Biden,2393,0
Benewah,16000,Donald Trump,3878,1
Benewah,16000,Joe Biden,977,0
Bennett,46000,Donald Trump,694,1
Bennett,46000,Joe Biden,466,0
Bennington,33000,Donald Trump,424,1
Bennington,33000,Joe Biden,395,0
Bennington,50000,Donald Trump,2473,0
Bennington,50000,Joe Biden,4369,1
Benson,38000,Donald Trump,1094,1
Benson,38000,Joe Biden,822,0
Benson,50000,Donald Trump,305,1
Benson,50000,Joe Biden,258,0
Bent,8000,Donald Trump,1503,1
Bent,8000,Joe Biden,732,0
Benton,5000,Donald Trump,73965,1
Benton,5000,Joe Biden,42249,0
Benton,18000,Donald Trump,3007,1
Benton,18000,Joe Biden,1009,0
Benton,19000,Donald Trump,9188,1
Benton,19000,Joe Biden,5160,0
Benton,23000,Donald Trump,984,1
Benton,23000,Joe Biden,607,0
Benton,27000,Donald Trump,14382,1
Benton,27000,Joe Biden,7280,0
Benton,28000,Donald Trump,2570,1
Benton,28000,Joe Biden,1679,0
Benton,29000,Donald Trump,8109,1
Benton,29000,Joe Biden,2180,0
Benton,33000,Donald Trump,143,1
Benton,33000,Joe Biden,89,0
Benton,41000,Donald Trump,14878,0
Benton,41000,Joe Biden,35827,1
Benton,47000,Donald Trump,5668,1
Benton,47000,Joe Biden,1529,0
Benton,53000,Donald Trump,60365,1
Benton,53000,Joe Biden,38706,0
Benzie,26000,Donald Trump,6601,1
Benzie,26000,Joe Biden,5480,0
Bergen,34000,Donald Trump,204417,0
Bergen,34000,Joe Biden,285967,1
Berkeley,45000,Donald Trump,57397,1
Berkeley,45000,Joe Biden,45223,0
Berkeley,54000,Donald Trump,33279,1
Berkeley,54000,Joe Biden,17186,0
Berkley,25000,Donald Trump,2251,1
Berkley,25000,Joe Biden,1764,0
Berks,42000,Donald Trump,109736,1
Berks,42000,Joe Biden,92895,0
Berkshire,50000,Donald Trump,402,1
Berkshire,50000,Joe Biden,284,0
Berlin,9000,Donald Trump,6687,1
Berlin,9000,Joe Biden,6008,0
Berlin,25000,Donald Trump,816,0
Berlin,25000,Joe Biden,1375,1
Berlin,33000,Donald Trump,1852,0
Berlin,33000,Joe Biden,2147,1
Berlin,50000,Donald Trump,520,0
Berlin,50000,Joe Biden,960,1
Bernalillo,35000,Donald Trump,116135,0
Bernalillo,35000,Joe Biden,193757,1
Bernardston,25000,Donald Trump,423,0
Bernardston,25000,Joe Biden,916,1
Berrien,13000,Donald Trump,6419,1
Berrien,13000,Joe Biden,1269,0
Berrien,26000,Donald Trump,43519,1
Berrien,26000,Joe Biden,37438,0
Bertie,37000,Donald Trump,3817,0
Bertie,37000,Joe Biden,5939,1
Berwick,23000,Donald Trump,2229,1
Berwick,23000,Joe Biden,1999,0
Bethany,9000,Donald Trump,1718,0
Bethany,9000,Joe Biden,1912,1
Bethel,9000,Donald Trump,4734,0
Bethel,9000,Joe Biden,6270,1
Bethel,23000,Donald Trump,749,0
Bethel,23000,Joe Biden,1006,1
Bethel,50000,Donald Trump,381,0
Bethel,50000,Joe Biden,728,1
Bethlehem,9000,Donald Trump,1393,1
Bethlehem,9000,Joe Biden,937,0
Bethlehem,33000,Donald Trump,620,0
Bethlehem,33000,Joe Biden,1021,1
Beverly,25000,Donald Trump,7205,0
Beverly,25000,Joe Biden,16703,1
Bexar,48000,Donald Trump,308618,0
Bexar,48000,Joe Biden,448452,1
Bibb,1000,Donald Trump,7525,1
Bibb,1000,Joe Biden,1986,0
Bibb,13000,Donald Trump,26559,0
Bibb,13000,Joe Biden,43408,1
Biddeford,23000,Donald Trump,3705,0
Biddeford,23000,Joe Biden,7022,1
Bienville,22000,Donald Trump,3891,1
Bienville,22000,Joe Biden,3067,0
Big Horn,30000,Donald Trump,2207,0
Big Horn,30000,Joe Biden,2491,1
Big Horn,56000,Donald Trump,4806,1
Big Horn,56000,Joe Biden,788,0
Big Stone,27000,Donald Trump,1863,1
Big Stone,27000,Joe Biden,1053,0
Billerica,25000,Donald Trump,10731,0
Billerica,25000,Joe Biden,13328,1
Billings,38000,Donald Trump,541,1
Billings,38000,Joe Biden,72,0
Bingham,16000,Donald Trump,15295,1
Bingham,16000,Joe Biden,4124,0
Bingham,23000,Donald Trump,349,1
Bingham,23000,Joe Biden,215,0
Black Hawk,19000,Donald Trump,29640,0
Black Hawk,19000,Joe Biden,35647,1
Blackford,18000,Donald Trump,3841,1
Blackford,18000,Joe Biden,1376,0
Blackstone,25000,Donald Trump,2560,1
Blackstone,25000,Joe Biden,2450,0
Bladen,37000,Donald Trump,9676,1
Bladen,37000,Joe Biden,7326,0
Blaine,16000,Donald Trump,4032,0
Blaine,16000,Joe Biden,8919,1
Blaine,23000,Donald Trump,298,1
Blaine,23000,Joe Biden,97,0
Blaine,30000,Donald Trump,1469,0
Blaine,30000,Joe Biden,1589,1
Blaine,31000,Donald Trump,280,1
Blaine,31000,Joe Biden,35,0
Blaine,40000,Donald Trump,3136,1
Blaine,40000,Joe Biden,688,0
Blair,42000,Donald Trump,45306,1
Blair,42000,Joe Biden,17636,0
Blanco,48000,Donald Trump,5443,1
Blanco,48000,Joe Biden,1911,0
Bland,51000,Donald Trump,2903,1
Bland,51000,Joe Biden,532,0
Blandford,25000,Donald Trump,454,1
Blandford,25000,Joe Biden,307,0
Bleckley,13000,Donald Trump,4329,1
Bleckley,13000,Joe Biden,1312,0
Bledsoe,47000,Donald Trump,4725,1
Bledsoe,47000,Joe Biden,971,0
Bloomfield,9000,Donald Trump,1698,0
Bloomfield,9000,Joe Biden,11007,1
Bloomfield,50000,Donald Trump,73,1
Bloomfield,50000,Joe Biden,55,0
Blount,1000,Donald Trump,24711,1
Blount,1000,Joe Biden,2640,0
Blount,47000,Donald Trump,47369,1
Blount,47000,Joe Biden,17932,0
Blue Earth,27000,Donald Trump,16731,0
Blue Earth,27000,Joe Biden,18330,1
Blue Hill,23000,Donald Trump,624,0
Blue Hill,23000,Joe Biden,1310,1
Boise,16000,Donald Trump,3485,1
Boise,16000,Joe Biden,1204,0
Bolivar,28000,Donald Trump,4671,0
Bolivar,28000,Joe Biden,8904,1
Bollinger,29000,Donald Trump,5167,1
Bollinger,29000,Joe Biden,750,0
Bolton,9000,Donald Trump,1482,0
Bolton,9000,Joe Biden,1727,1
Bolton,25000,Donald Trump,1140,0
Bolton,25000,Joe Biden,2529,1
Bolton,50000,Donald Trump,218,0
Bolton,50000,Joe Biden,537,1
Bon Homme,46000,Donald Trump,2235,1
Bon Homme,46000,Joe Biden,721,0
Bond,17000,Donald Trump,5625,1
Bond,17000,Joe Biden,2288,0
Bonner,16000,Donald Trump,18369,1
Bonner,16000,Joe Biden,8310,0
